10015	3
10016	3
10053	3
10059	3
10063	3
10067	3
100948	3
10098	3
10111	3
101506	12
101863	3
10202	3
10215	3
10216	3
102295	4
10385	3
10412	3
10568	3
10592	3
10672	3
10686	3
10709	3
107617	12
107677	6
107707	11
10929	3
109315	3
109333	3
109348	3
109366	6
109390	3
109399	3
109453	3
109474	3
109480	3
10967	3
110023	8
110602	3
110686	6
110728	4
111445	4
111784	8
111928	4
112603	5
112639	6
113626	6
114199	4
114226	7
114325	4
11435	3
114553	8
114595	8
115000	20
11606	3
116308	8
116479	4
11648	3
116560	3
116968	6
117019	6
11744	3
117631	8
117640	5
117754	3
117784	7
11807	3
119287	4
119398	15
11942	3
119452	4
120235	3
120280	5
120748	4
121645	4
121945	6
122929	7
123007	5
123010	4
123016	18
123043	3
123097	5
123145	3
123178	4
123277	4
123280	7
123388	3
123397	5
123418	8
123592	3
123757	3
124210	13
124330	6
124342	3
124369	6
124498	3
124708	3
124900	4
124972	10
125758	8
126406	4
126661	7
126817	14
12697	3
127156	5
127525	10
127729	5
127750	4
127759	9
127810	4
127903	5
128119	3
128191	3
128197	4
128287	4
128359	8
128362	43
128458	4
128461	5
128464	3
128494	9
128518	5
128530	4
128539	3
128554	3
128563	5
128569	4
128602	7
128629	3
128638	4
128647	3
128653	26
128683	3
128698	3
128719	23
128728	8
128740	3
128752	6
128761	4
128788	4
128791	3
128818	4
128860	4
128866	4
128875	4
128881	4
128890	4
128893	4
128902	4
128908	4
128914	4
128917	5
128923	4
128941	4
128983	14
129064	4
1294	6
129472	4
129481	4
129493	4
129499	4
129505	5
129517	4
129526	4
129529	4
129613	4
129643	4
129652	4
130003	5
130057	4
130063	4
130066	4
130159	8
130297	16
130363	4
130519	4
130621	3
130771	5
130867	4
130894	4
130972	4
131248	5
131311	4
131353	5
131443	4
131554	4
131647	5
131893	6
131905	4
132025	5
132082	4
13209	3
132265	8
132328	4
132571	4
132736	5
132802	6
132946	4
133804	5
133924	12
13431	3
134548	4
134746	5
134959	6
135562	21
135574	4
136255	4
13636	3
136606	4
137305	13
137689	4
137929	6
138067	4
138154	3
138544	5
13911	3
139165	9
139426	4
13956	3
139588	16
139660	4
140575	4
140635	2
140659	9
140686	3
140695	11
140701	2
140725	4
140818	3
140842	4
140857	2
140950	4
141358	10
141364	5
141373	4
141619	5
141676	4
142540	4
142606	4
142687	4
143077	4
14314	3
143395	4
143422	7
143452	4
143539	4
143581	8
143752	6
144301	4
144349	4
14445	3
144466	4
14447	3
145681	4
145786	6
14583	3
146299	8
146302	9
146530	7
146890	5
147064	4
147106	4
147145	4
147163	4
147169	4
147448	4
148108	4
148141	6
14815	3
148156	8
148174	4
148210	6
148213	4
148834	12
148879	8
14899	3
149149	9
149251	4
14942	3
149455	4
14954	3
14955	3
149560	4
14985	3
150460	4
150511	4
150514	4
150616	4
150709	4
150733	9
150841	4
15089	3
151216	3
151261	2
151297	14
15139	3
151408	4
151462	4
151693	4
151906	6
151918	4
151936	6
152068	3
152557	7
152605	4
152659	5
152686	5
152821	4
152833	4
152851	3
152869	4
15290	3
152956	6
152992	2
153247	4
153277	4
15336	3
153409	4
153430	13
153937	4
153985	6
15411	3
154219	4
154222	4
154255	5
154300	4
154714	4
15482	3
155854	14
155983	6
156046	4
156436	13
15645	3
158656	4
158908	5
159163	4
159481	9
159727	4
15974	3
159880	22
160198	4
16029	3
160300	6
16031	3
16032	3
160396	7
160522	4
160663	2
160882	4
16097	3
161008	13
161104	4
161236	5
161344	4
16159	3
161653	4
162232	2
162532	4
162796	8
163213	4
163357	9
163546	4
163570	4
16365	3
163771	5
164086	4
164158	18
164224	4
16572	6
165784	4
165865	4
165874	14
166006	4
166312	7
166375	5
166804	4
166813	5
166957	4
16708	3
167188	4
167221	6
167272	4
167302	4
16766	3
167824	4
168313	4
168460	8
168625	8
168739	9
16876	3
168937	9
168958	14
169030	8
169402	4
169417	4
169714	6
169723	6
169732	7
169813	16
1701	3
170260	4
170659	4
170917	4
17153	3
171568	13
172375	5
172378	5
17268	3
173155	4
173173	7
173251	4
173380	4
173554	14
173587	7
17359	3
173860	7
174400	5
17443	3
174754	6
17490	3
174922	4
175687	4
175777	5
175933	6
176455	6
176458	5
176740	4
176827	5
176863	7
177325	4
17737	3
177733	6
178012	7
178321	5
178471	4
178474	4
178777	4
178957	4
178999	6
179212	4
179257	4
179401	6
179431	4
179503	4
179707	4
179728	6
17998	3
180061	4
180100	10
180325	5
180640	4
180811	4
18083	3
180847	4
180976	4
181186	4
181273	4
181276	4
181279	8
181579	6
181996	4
18245	3
182725	4
182809	4
183178	4
183379	6
184105	5
184156	4
184444	6
184468	11
184846	4
185020	4
186154	7
186397	4
186580	6
186634	6
187642	9
18803	3
18890	3
189061	20
189103	6
18965	3
190276	4
19151	6
19245	3
193141	4
193894	5
195148	4
195544	4
19562	3
195727	4
195787	8
196591	6
19921	3
199606	8
19974	3
199984	5
20027	7
200767	4
200818	4
202357	8
20339	3
20373	3
20382	3
204067	4
20466	3
204913	7
20508	3
20543	4
207283	7
207421	4
207625	5
20952	3
209548	4
21001	3
210142	8
21071	3
21096	3
211651	4
21174	3
215062	4
21720	3
21891	3
21898	3
21918	3
221776	4
223420	8
22389	3
22440	3
22453	3
22459	3
22469	3
22475	3
22484	3
22502	3
22509	3
22735	3
22741	3
22757	3
23353	3
23374	3
235012	17
