235336	4
237124	6
238828	12
239932	20
242254	17
242665	6
243082	9
24355	3
244126	7
244441	8
245	3
245143	15
245617	5
245704	7
245866	11
246	3
246208	13
246472	5
246556	7
246613	6
24664	3
246685	4
246727	5
246739	5
247	3
247429	6
247486	16
248065	10
248281	5
248671	4
249163	4
249481	6
249541	6
249781	6
249826	6
250579	16
250951	7
251098	6
251707	5
251953	5
252604	9
256174	7
259666	6
260323	8
262147	5
263431	8
263467	7
264880	10
265642	10
267217	4
267301	21
26743	3
267958	11
269188	14
26947	3
26968	3
270421	23
270433	6
270988	7
272770	6
274036	29
275092	9
275740	14
275872	15
276328	12
276382	9
278503	7
280300	7
280561	58
281221	9
281656	12
282892	11
283603	6
284398	4
284875	6
28543	3
28687	3
288286	7
289306	9
290509	11
290692	7
291502	29
292003	9
292807	7
292870	10
293170	6
293203	7
294724	13
294739	5
294958	22
295009	13
295237	10
295273	19
295291	17
296095	8
297400	8
297988	7
298369	7
298456	10
300169	7
301486	6
301594	4
301696	9
302014	14
302233	8
303577	10
304582	4
305767	9
305899	6
306175	4
306379	5
306637	10
306679	8
306859	16
306874	8
307153	6
307264	7
307912	5
308857	11
3090	3
3092	3
309559	7
310282	4
310456	12
310771	13
310825	10
310912	7
3118	3
311920	6
312058	8
312199	8
312217	8
312520	6
312685	12
312754	13
313150	9
313189	5
313303	5
313771	7
314311	5
314614	9
315217	36
316612	4
317329	6
317650	6
317758	8
318175	5
318349	8
320047	15
32032	3
320425	9
321016	12
32167	3
323722	8
324673	13
324937	9
324961	8
325513	8
325870	9
329578	4
330574	6
331255	20
332497	8
332668	8
333874	9
335860	6
336292	6
337846	10
338572	9
339241	7
341527	6
342394	6
342655	5
344986	4
345106	8
345376	17
345628	13
345733	10
346072	8
346534	7
346768	10
347062	8
349945	12
351049	8
351331	8
35140	3
352684	8
353680	9
354244	8
354511	10
354868	10
355696	7
359482	7
360055	6
361510	16
361999	6
362038	10
36229	10
36331	4
363667	9
364729	5
364852	5
365365	6
365716	7
365839	6
366133	7
366403	8
366604	8
36754	3
367909	10
368452	8
370537	5
370711	6
370849	30
37120	3
371383	5
372943	7
373102	8
373291	7
373627	8
373708	24
373795	9
374188	7
374917	10
37534	3
375343	13
375526	17
375970	9
376159	7
376639	8
376735	5
377098	39
377542	8
37780	7
378175	7
378379	7
379297	8
379615	10
379741	7
379813	8
379933	4
380344	23
380389	36
380539	6
380707	8
380716	9
381145	8
381178	5
381514	10
381799	4
382288	4
38233	3
382381	8
382417	12
382441	16
382492	12
382564	6
382651	7
382798	6
382900	8
382954	9
383389	8
383563	6
384028	6
384481	9
384499	4
384664	26
385591	6
386131	7
386224	7
386557	8
386647	12
386704	11
386962	6
386965	8
386971	4
386986	5
387031	7
387091	7
387106	6
387139	7
387652	6
387679	7
387784	6
387847	8
388000	5
388483	14
389011	7
389140	8
389155	6
389233	7
389251	7
389458	4
389551	9
389668	5
389911	8
39013	3
390193	7
390343	9
390511	7
390649	7
390709	7
390943	6
391051	8
391162	13
391171	8
391192	7
391237	7
391294	9
391372	7
391591	7
391660	7
392476	10
392764	4
392767	5
392821	7
393586	7
393658	34
394210	7
394234	8
395122	9
395284	9
396469	6
396580	4
39667	3
397021	5
397042	4
397057	5
398254	5
398683	13
398917	9
400384	6
40048	5
401026	8
401452	8
402127	5
402169	7
402634	12
402997	6
403789	11
404275	10
404368	10
40522	9
405373	4
405934	4
406510	4
407227	6
407707	11
407938	5
408160	5
408199	11
408208	10
408529	41
408961	9
411196	4
411913	5
412438	7
41317	3
41353	3
414538	4
414670	5
41509	3
415534	6
416320	11
416500	5
416629	14
416632	7
416656	5
416818	9
416857	10
417595	5
418075	4
418126	6
418156	5
420358	4
42055	3
421072	4
421204	7
421219	5
421648	4
421708	4
422989	5
423037	5
423283	4
423505	11
423877	5
423886	5
424120	6
424363	6
424750	4
424894	22
424927	6
424969	5
42505	3
425692	7
425740	4
425920	4
425995	4
427333	6
427729	6
427741	4
428353	7
428422	4
428614	6
428782	4
428851	5
428977	17
429781	20
430372	3
43045	8
430450	8
431326	4
431422	11
431794	5
431917	18
432073	7
432115	4
432127	11
432379	4
432427	5
432478	10
432640	6
432778	5
432943	9
433120	4
433396	4
433501	6
433519	5
433582	5
433621	6
433690	5
434029	11
434329	4
434482	4
434587	21
434890	4
434992	11
435094	5
435196	6
435487	7
436021	7
436249	4
436285	7
436432	8
436489	8
436678	4
436765	4
437728	27
438517	6
438838	4
44071	9
44308	3
44413	4
44554	3
44602	6
44611	3
44614	3
44626	3
44656	3
44689	3
45595	3
46063	3
47206	6
4780	3
48073	3
48607	3
48997	3
50041	3
51094	3
5116	3
52027	4
52363	3
53833	3
5402	3
54121	3
54577	3
54712	3
55303	8
5698	3
57307	4
58426	3
58552	3
59749	3
60121	4
61456	3
6188	3
62398	3
62722	3
6301	3
6384	3
6405	3
6406	3
6410	6
6412	3
6416	6
6524	3
66010	7
6644	3
66583	3
6688	3
67720	4
68005	10
7062	3
7065	3
71773	3
72214	4
72535	7
72646	6
73318	3
74113	5
74440	4
74461	4
74506	4
74575	5
7531	3
77053	3
7816	3
79459	3
80509	3
81286	3
81967	3
82570	8
82576	3
82909	3
83053	4
83161	11
83239	5
83269	7
83296	13
8334	3
85087	3
85099	14
8569	3
8622	3
86227	3
8651	3
86524	6
86635	3
86986	9
8797	3
88123	8
8856	3
8876	3
89647	3
89785	4
89860	6
89956	4
90175	3
90529	4
9306	3
93499	4
9420	3
94594	4
9466	3
94702	3
95116	3
96022	5
96229	3
9837	3
99151	10
9935	3
9939	3
9947	3
9955	3
9957	3
9960	3
9964	3
9969	3
9970	3
99703	8
9974	3
99826	3
9984	8
353908	0
360154	2
434521	6
434680	1
438988	1
439339	1
440875	1
441220	1
441313	1
441988	0
442315	4
443053	1
448318	0
450202	1
450934	1
451282	1
454864	1
456136	3
456610	3
457306	1
457402	1
457513	8
457540	1
457807	1
459658	7
459703	1
462031	2
462100	1
462427	1
464095	1
464302	1
464308	1
464596	1
465544	1
466489	0
470395	5
471691	0
472132	0
473125	1
474844	0
474934	0
475495	4
477349	6
478150	0
479065	0
480430	0
481537	0
481615	1
481915	0
483646	1
484741	0
485494	0
486970	0
487048	0
488629	0
488647	0
490372	8
490714	0
491413	1
495238	0
195628	1
266986	3
292978	3
323323	2
328258	1
358516	1
360388	2
368584	2
372106	2
372769	1
373738	4
375187	2
375412	2
379765	2
380335	9
380977	6
380992	2
383497	2
385192	5
385966	2
387100	2
387271	2
389947	5
390151	1
390763	2
391438	3
392131	2
394540	3
394870	2
396889	2
396991	2
397540	1
398719	4
399073	1
399982	2
400135	3
400249	1
400252	1
400321	1
400441	1
401326	5
403516	4
403591	1
404662	2
405400	2
405838	2
407161	3
407596	3
407884	1
409177	2
409288	10
410122	1
411604	1
411883	1
412507	1
412837	2
412939	2
414157	2
414238	3
414337	5
416305	1
416434	1
417418	1
417493	1
418228	2
418567	8
419017	1
419140	1
421444	1
421768	3
422824	1
424300	1
424315	4
424765	4
425476	1
425578	9
425632	2
425665	7
426400	4
426652	1
428317	5
428509	4
428962	1
429088	1
430036	4
430114	1
430465	2
430651	2
430672	1
431023	1
431053	1
431101	3
431368	2
431620	1
431686	3
431728	1
432133	1
432247	2
432535	1
432754	1
432757	1
432814	1
432835	1
432859	3
432904	1
432922	2
432931	1
433045	1
433303	1
433423	1
433612	1
433705	1
433711	1
433717	1
433819	1
433873	1
433891	1
434005	2
434017	1
434164	1
434230	1
434476	1
434557	1
434812	1
434860	2
434872	3
435100	1
435388	2
435568	1
435586	3
435628	1
435787	5
435823	1
438109	1
398833	0
480595	0
489847	0
492076	0
495859	1
502702	0
515875	0
518176	0
531859	2
534628	0
534727	2
540892	2
547363	0
552511	0
554842	1
554986	2
555034	0
555466	0
556150	0
558124	0
565348	1
569029	0
569110	0
571549	0
571993	0
524680	0
528508	0
552013	0
569410	0
570601	3
